user_id,name,email,signup_date,city,state
ad759c67-2f99-4d76-b2f6-fd054bea6a79,Sara Correia,miguelazevedo@example.org,2023-10-05,Alves,MS
37c4f56b-cd6f-4da1-b7a9-ba3f5b793d12,Srta. Ísis Moreira,ssiqueira@example.org,2025-07-08,Brito,SC
fb6668f5-1a6d-4ab0-8211-f6d979747d22,Maria Sophia Câmara,jcastro@example.net,2023-11-30,Melo da Prata,CE
0d8179c5-c63e-48cd-b3a0-9c571c3af6f9,Maria Julia Pacheco,marcos-vinicius00@example.org,2024-12-15,Gomes de Guerra,PR
a66a4243-e5d6-4b90-b6b9-95f431db0151,Joaquim Rezende,barroslarissa@example.com,2024-10-07,da Conceição,RO
4412664f-9e6b-4655-ad59-f27b90882136,Ana Luiza Cunha,leaoerick@example.net,2025-06-20,Gomes,GO
836322a3-fc12-4140-8043-73e9116d22a0,Léo Almeida,vitor-gabrielda-luz@example.org,2024-11-25,Fogaça,CE
d8a32d7c-e6eb-4fee-9676-38ce954bda23,Fernanda da Cunha,luararocha@example.com,2024-07-15,Silva,AL
06cc2202-7128-4440-bc1d-023b97f22710,Dr. Rafael Brito,giovannamartins@example.com,2024-01-12,Ramos,AL
9694e152-5109-46f1-a658-e24d3ea7a98c,Giovanna Pereira,eleao@example.com,2025-06-01,da Rosa de Duarte,RN
02393160-5c83-4263-a2fd-1bec755f94fd,Juan Costa,olivermonteiro@example.net,2024-03-23,Carvalho da Praia,AP
a3c1d6e1-480b-46c5-896a-56cdf32992aa,Clara Barros,cardosoaylla@example.org,2025-05-15,da Luz,PA
4e49a5f6-087f-4f02-8432-f83b0d0fb581,Pedro Miguel Abreu,yalves@example.com,2024-12-22,Souza de Sousa,PR
7b14bbe9-431d-4483-8bd1-46164493ba9c,Francisco Fonseca,isabellacorreia@example.com,2024-12-08,Lopes da Mata,PI
073a2ba9-5f43-45b8-8b3d-a930d6c281a0,Dr. Benjamin da Costa,hnovaes@example.org,2023-09-29,Mendes Verde,RS
375e13df-fcea-4d33-855b-09e2cba01cab,Luiz Fernando Pereira,oliviada-paz@example.org,2024-08-11,Silva,TO
0f671745-9bdf-437c-9757-86a05f6e1e89,Nicole Moreira,mariah18@example.org,2023-12-12,Alves de da Costa,MG
340cbbc5-bff6-49eb-b84a-9bf00938edc8,Aurora Correia,mathias80@example.org,2024-06-06,Brito,SP
e43d9ccb-55b6-4f58-a66f-2cd52e5f5316,Davi Lucca Ramos,pimentavinicius@example.org,2024-01-19,Garcia,RJ
b623f6b3-974d-4186-9103-ca160e10b357,Alexandre Câmara,carolina02@example.net,2025-03-13,Cardoso Verde,AC
9b0a3e97-fc57-4457-a84d-7a4f1e32f8a6,Sra. Ana Carolina Aragão,henry00@example.com,2025-08-20,Castro,SP
97923088-d5dc-4e59-b5de-a5b8ae0008fd,Antony Santos,oguerra@example.org,2024-12-01,da Luz Grande,TO
eadaf38d-d4fc-4a9e-b1d7-434c8d645105,Lavínia das Neves,santostheo@example.com,2024-12-31,Andrade da Praia,RO
f18f7aca-e99b-4a58-b775-a4d47e97830a,Dra. Maria Cecília Rocha,ottovasconcelos@example.org,2024-10-18,Cavalcanti da Prata,PI
a6f637ae-5a54-4517-b039-9a26e0026307,Bruno da Costa,fcaldeira@example.com,2025-02-03,da Costa,RN
e17d80ad-b2d8-4542-bcb4-b4e3678931db,Natália Fogaça,barbosaana-sophia@example.com,2023-10-29,Porto,AM
5cb899f2-0fb6-4c7e-b77f-e73ca5b370a5,Maria Flor Andrade,ribeirogustavo@example.net,2024-09-17,Marques de da Costa,AL
14976d1d-1bc0-4256-a679-530491953f26,Arthur Gabriel Montenegro,hadassamoreira@example.org,2025-01-30,Novais dos Dourados,TO
609713aa-ccd1-42e2-ae1b-9fc622692af1,Ana Vitória Ribeiro,pedrolopes@example.com,2025-02-01,Rios de Vargas,MA
5cd06f5c-8256-4682-85c4-f9507bbddaf0,Thomas Souza,cunhapietro@example.net,2024-12-26,Brito do Amparo,AM
279cc6b2-fed9-4f17-bc59-1b99fe3fe960,Dr. Gael Montenegro,arthur46@example.com,2024-03-26,Rezende da Mata,SE
8da442a6-29c0-400b-b47e-f830774b28e5,Lavínia Moura,zda-cunha@example.org,2025-05-08,Leão,SC
242f45cd-2908-4f26-8215-60495effeb86,Lucca Vargas,isis91@example.net,2024-07-04,Garcia Alegre,MT
227e1dc1-b89f-405d-bb38-6afc8c5f8c80,Allana da Conceição,isis08@example.com,2024-07-22,Mendonça,RN
fd5b9f48-9a60-498e-a5ca-261eb4104dce,Sra. Larissa Cavalcanti,evelynteixeira@example.net,2024-03-31,da Cruz,SE
83a6d832-740f-4bcd-a16b-cc13b1e4836c,Rafaela Borges,machadoana-luiza@example.com,2025-06-26,Rodrigues,CE
4bef8c26-a0a4-4613-bd9f-e956538c4400,Lucas Brito,uguerra@example.com,2024-10-06,Camargo,MA
fa7b0c4e-d1d2-4ef8-b1e6-1571722345b6,Ana Vitória Fonseca,cirinomiguel@example.org,2024-09-21,da Paz do Amparo,RR
cacde4f0-2f5f-41cb-82d9-c49f0ef9f999,Sarah Dias,gustavoferreira@example.org,2023-10-24,Silva Grande,GO
e15cdd3c-342d-4603-a399-e5f210d4543f,Brenda Costela,jade35@example.org,2023-10-30,Sampaio das Flores,RJ
77932233-b190-4ed2-b9ab-a7edaa096e77,Luana da Paz,pastormarina@example.net,2025-03-25,Nogueira,DF
e43efd7b-5937-4b5c-ba18-3b23ff266df7,Maria Fernanda Fogaça,novaiscarolina@example.com,2025-03-28,Sales do Oeste,GO
9d82c0af-779d-4489-91dc-13166e1d8b81,Dr. Oliver da Cruz,xsouza@example.net,2024-01-02,Carvalho,RJ
abe0cf74-e386-44dc-94ae-45a20422d890,Marcos Vinicius Cardoso,,2025-07-22,Rocha do Galho,MT
6f23a0f1-2fa9-4b41-ae05-aa9149d368d0,Theo da Rosa,,2024-06-30,Cardoso da Mata,AP
e5dd3623-2e37-4b8d-83bf-1c278c01ccc9,Caleb Silva,das-nevesjosue@example.org,2024-03-25,Dias da Praia,BA
392b22be-38a9-495c-9a88-e7d1ab5cff2a,João Felipe da Cruz,qribeiro@example.net,2023-12-14,Monteiro,MS
fc65acfc-29a9-4e0e-a191-ea98c8b704fc,Henry Gabriel Albuquerque,melobrayan@example.net,2025-06-24,Vargas de Caldeira,MT
7d1a720b-6db6-43e9-a980-5cedf8d73f45,Ian Farias,bfarias@example.net,2024-09-15,da Cruz,TO
