user_id,name,email,signup_date,city,state
cdd14476-74ca-4228-9a08-7f506a7dca39,Sr. Thiago Farias,dommoreira@example.net,2024-12-20,da Costa,RR
b4cd974f-933a-4afb-ae84-4d8cbf435b1f,Pietra Mendonça,eduardopinto@example.org,2024-06-03,Marques,MT
9d3f8e83-fb9b-4978-a00e-b315341d072a,Antony Câmara,,2025-07-11,Lopes,BA
2410c2ec-c246-46d9-8e8d-e0eb564981f5,Srta. Mariah Nogueira,mendoncamariah@example.com,2024-10-09,Mendes,SC
a276d9e6-1cdd-4f1d-a087-c21bd9b7b779,Sr. Guilherme Cavalcanti,osales@example.net,2024-10-20,Fogaça,SC
1077b9b3-2ff1-4cf9-9a04-591480d69575,Milena Sales,umoreira@example.org,2024-10-16,Aparecida do Amparo,SE
c09ba7d3-feb6-49c7-8e14-8e4834c2cf16,Maria Julia Costa,heloisa23@example.net,2025-04-30,Rezende da Prata,MS
c8b8ed93-4844-4cfb-b824-d44eba273275,Laura Freitas,jade42@example.net,2025-08-25,Monteiro da Prata,TO
,Hellena da Mota,camilaramos@example.com,2025-05-23,Machado de Minas,CE
823e9045-e0f3-480e-ba81-9eeee1bf18d1,Ana Lívia Mendonça,,2024-06-25,Gonçalves,RO
2d2ee77d-e273-4b1c-86c4-735b008eb242,Luara Novais,lsales@example.com,2024-11-17,Fernandes,ES
64834b7e-d2e3-4099-a882-1ca4917436b6,Dra. Lívia da Mota,ida-conceicao@example.net,2024-12-08,Castro Grande,AC
985328fc-6a16-49c9-b5ab-5f6b1d5bc556,Letícia Araújo,limanicole@example.com,2025-06-13,Guerra,MT
95efe701-15d8-4f22-8986-b227cf070a9e,Vinícius Jesus,jose56@example.org,2024-04-29,Monteiro Alegre,RN
1836e391-0b3f-4a5f-bb7c-ba44fdd745c6,Sra. Camila Oliveira,cassianotheo@example.org,2023-12-21,Ribeiro,AC
088fba51-0539-4c88-a8aa-5b0f3134b5cb,Augusto Montenegro,ecassiano@example.org,2024-10-04,Novais,RN
5eb14a7a-c3ce-4084-863f-cff103ed6740,Isaac Duarte,pastorantonella@example.org,2024-06-08,Pastor,SP
fe53ced0-70c5-40c2-8811-890cc558b066,Cecilia Rodrigues,mariane87@example.org,2025-07-14,Andrade,BA
d472ca4e-2988-47e5-99ed-a881b2e9adf8,Ana Julia Silva,pintoarthur-miguel@example.org,2025-04-28,Nascimento,PA
252683b0-9da7-4938-b379-820b58d5cda0,Luísa Andrade,ncamargo@example.org,2025-06-03,Mendes,GO
44fefbe4-0300-46a9-a8b0-968e8b5e92af,Lavínia Abreu,maria-luisasilveira@example.net,2025-05-07,Barros,TO
cf54e1a2-c233-49ba-bd6f-ae87090651a4,Marcos Vinicius Farias,carlos-eduardo28@example.org,2025-05-25,Novais,RN
ac809ceb-43ce-432c-9d6b-c43bbf2132a3,Bryan Rocha,joao-vitoraraujo@example.com,2025-03-20,Correia,ES
