user_id,name,email,signup_date,city,state
c6441dc5-9d2b-4236-91cb-d1d8a4163af1,Daniela Mendes,rodriguessarah@example.com,2023-11-25,Leão da Praia,RS
909f09fd-8eb7-45ed-a1fd-834b47914f45,Lucca Cassiano,hadassa05@example.net,2024-02-14,Nunes,RS
64c09dde-0e5c-49f1-ad54-d67964badf98,Gael Henrique Vieira,anna-lizcamara@example.org,2023-11-02,Novais,RJ
2e9bd7a9-85d7-43a4-a685-ee0b7b7e9d78,Dra. Fernanda da Rosa,maria-alice33@example.org,2024-12-14,das Neves,CE
1871d2e4-3e32-4bb4-9da6-7a8d0902faef,Gustavo Henrique Cardoso,allanasilva@example.org,2025-03-19,Marques das Pedras,PE
419dcc91-f448-473f-879d-2e8efe4a00fc,Heloísa Cirino,aparecidaolivia@example.com,2025-05-10,Novais de da Cruz,ES
e792aa0e-9b65-42e9-80cb-04690faf8804,Bárbara Duarte,benicio06@example.com,2025-03-30,da Mota da Prata,AL
718227f9-9cf2-4ea7-8bd2-2ce9bdce365c,Nicolas Barros,joao-guilherme78@example.net,2024-03-09,Brito,MG
,Bruno Barros,isabellypimenta@example.net,2024-03-05,Alves de Guerra,PI
5d624787-e7d0-480a-b86e-308ad88c018b,Dr. Davi Luiz Pires,bcasa-grande@example.net,2023-12-28,Machado dos Dourados,AC
dd38f701-a706-4072-9220-d60731657ed2,Luiza Cunha,ssampaio@example.com,2024-08-05,Pastor do Oeste,RN
e743fce0-34b4-49d8-84ac-2ffbcafb9d8f,Marcelo Brito,hsantos@example.com,2024-12-12,Lima,RJ
5561cfa7-6234-4710-8afa-bcca2d6b067d,Elisa Silveira,casa-grandejose-pedro@example.com,2024-10-08,Andrade do Norte,MS
e6cc4ba2-23be-4d93-b84e-15acc9a22b71,Gabriela Nascimento,xpires@example.org,2024-11-30,Rios,SP
ff8ad281-debc-4d63-b827-d1b528da1a99,Maysa Guerra,luiz-felipe86@example.com,2023-11-13,da Mota do Oeste,SE
158d84e0-335f-4f0e-85dd-d27282454b58,Ana Liz Caldeira,camarabenjamin@example.net,2025-01-03,da Cunha,TO
2f8c8e09-400e-45d3-b0ad-888ccbf71ea4,Dom Moura,joao-miguel11@example.com,2025-04-28,Gonçalves do Galho,PB
29df69ad-2177-42dd-add2-1d627a50d221,Maria Júlia Albuquerque,catarinateixeira@example.net,2024-06-20,Ribeiro,MG
b54c7fc4-1bfb-49b4-82c8-ce4674c7f208,Luna Pimenta,pimentahadassa@example.org,2024-02-26,Santos,AC
c2aa15a8-b765-4b52-8661-10704c0efd9c,Sr. Noah Novaes,mirella35@example.net,2024-08-21,Farias do Norte,TO
feca15d7-9044-4931-a78f-e2f92660fddb,Gustavo Henrique Moreira,enzo84@example.com,2024-01-30,Novais,MS
98514c50-5c4f-415a-8209-793073f7e4e0,Srta. Allana Pires,joao-gabriel69@example.org,2024-11-28,Fonseca,PB
39bd6076-9a66-43fa-933c-e1e00041cc9d,Dr. Vitor Hugo Pinto,vitoriasampaio@example.net,2023-10-06,Sousa,DF
930f8cbb-c7fd-4459-b1e3-8b891c4edfd9,Dante Santos,alicia99@example.com,2025-05-03,Martins,RS
a88d4712-d57d-48ec-b49b-728f4dc34c1c,Bárbara Siqueira,emanuelly07@example.net,2024-12-24,Moura,RR
8096edbc-ce5b-4ac3-8981-89f33c088fbd,Juliana Pacheco,elisamoreira@example.org,2024-05-30,da Luz,BA
0185fdb9-e8a3-4f58-968b-79267115b8d9,Zoe Brito,jda-rocha@example.org,2024-11-11,Cirino,RN
,Rebeca Silveira,ana-sophia26@example.org,2024-01-03,Andrade,BA
e311af1d-b495-4240-a7c7-7c4da5d7821c,Valentim Duarte,maria-flor56@example.net,2024-11-07,da Rocha,SP
907f551c-806a-4490-9008-5fbd6197e82d,Yasmin Sousa,,2024-10-31,Jesus,AP
f7ba442c-c124-4602-87d8-2810c1907185,Sra. Juliana Costa,jbrito@example.com,2023-11-14,Pinto,PB
9bfc4976-4620-457d-860c-4cb5be90070d,Maria Cecília Cirino,leaomaria-julia@example.net,2025-01-23,Siqueira,PR
09cecf05-496f-4e84-9644-7161cd7616c2,Arthur Miguel Cardoso,wbrito@example.com,2023-09-18,Caldeira do Oeste,PI
efc1b847-114f-4123-afe8-585d00395155,Arthur Siqueira,santosvitor@example.net,2025-05-01,Abreu,RN
2ca162d8-0a58-4cbb-aa69-188fe4011c80,José Sá,amarques@example.com,2025-02-19,Vieira,CE
59524b7d-83cc-4d6a-b6d0-59efcbd4f63a,Carlos Eduardo da Rocha,eduardacamara@example.net,2025-08-08,Dias,PI
54a1e3d3-e7e5-4aad-9ddb-1e125e9cb7e0,Ana Cecília Moreira,hadassanogueira@example.net,2024-09-29,Jesus do Norte,CE
a9d27ee0-5c1a-4309-84b0-d523091ad7e8,Nina Marques,cda-conceicao@example.org,2025-07-22,Moreira do Oeste,PE
ebd36f67-16eb-4b5f-9c84-c4b7f9c09d98,Melissa Lopes,,2025-05-28,Albuquerque da Serra,AC
2c9b2a56-c82f-45a9-9d34-f3527ed90372,Luigi Mendes,julia71@example.org,2024-11-26,Leão do Norte,RJ
6ed55b9c-4c4a-4c3d-b71e-78518f7a8abc,Larissa Sales,ycampos@example.org,2024-01-13,Sampaio de Pacheco,AL
682a1a68-a4b4-4bd8-ad53-0ec918944908,Calebe Cavalcante,ester88@example.org,2023-09-22,Abreu das Flores,RJ
b68496c0-5211-4b96-93bc-c65a5cd83d90,Mariana Cardoso,hsousa@example.org,2024-07-04,Leão,PB
7eb56ffa-a23c-46e6-ad0e-84edc284a509,Luiz Otávio Leão,maria-juliada-rocha@example.org,2023-09-22,Melo,PE
650a93ed-6d2e-4839-87fb-7a143625f1a5,Sra. Lorena Carvalho,brayan45@example.org,2024-12-20,Cardoso,AC
3def8fa2-c0b5-4873-9f36-8cae23e56d55,Valentina Pinto,novaesnathan@example.com,2024-08-25,Santos,DF
0e22c2b0-5525-4dff-9f65-6620254b3584,Stella Gonçalves,,2025-03-31,Pacheco Paulista,AC
d8d12f4d-9f17-4a71-a548-df1ce0403df1,Catarina Moura,camaramariah@example.net,2025-01-31,da Rocha de Lima,RO
303258b8-bbc4-4f02-a622-5db8a375b058,Srta. Carolina Guerra,brayanda-rocha@example.org,2025-04-17,Sousa,DF
5781e4aa-febc-4608-9251-c6bead32f4b0,Maitê das Neves,kevin71@example.net,2023-09-21,Teixeira do Norte,PI
5394d0d1-1710-4538-92ea-00b3cc8403de,Luan Peixoto,heloisa01@example.com,2024-06-20,Casa Grande dos Dourados,RR
e6df97e3-8808-4682-a0c6-6649f1a22d30,Maysa da Cruz,cavalcantibianca@example.net,2024-06-01,Marques dos Dourados,DF
