user_id,name,email,signup_date,city,state
eed6cf62-f36a-4519-87ad-b3e9dc15661d,Rael Camargo,melinapeixoto@example.net,2024-07-22,Abreu,SP
644b2a1c-ef3c-430f-a522-b08fcb52242a,Valentim Ramos,amanda46@example.net,2023-10-18,Camargo,BA
bad97d2e-7bb6-4925-91d3-9d5228bd36ad,Amanda Andrade,bfogaca@example.org,2023-09-18,Albuquerque,CE
2799b9a4-1340-4a3e-b2e7-3c98ba1dc9be,Hellena das Neves,eloahbarbosa@example.net,2025-07-11,Freitas,BA
878bc292-382d-4d95-b2af-bc2e1ae68f3b,Bento Monteiro,silveirafelipe@example.org,2024-02-22,Mendes,RN
f467fd90-3d07-4db4-bed5-ccd23d93edb5,Pedro Miguel Porto,luiz-gustavo46@example.com,2025-01-06,da Conceição,ES
716732df-a56a-4ca6-b5c4-c376d759bdac,Elisa Rios,umacedo@example.com,2024-03-21,Almeida,RN
40b9ab10-0807-4f43-8cf6-a4d63076400c,Rhavi Cunha,stephany08@example.org,2023-12-07,Câmara da Mata,SC
ca8bed9b-9ed4-42e1-bde9-3fceb0e229b3,José Pedro Costa,kevincampos@example.net,2024-01-07,Câmara,MT
bc08fc3b-130f-49ac-948e-03e40324f4f6,Sra. Maria Julia Ribeiro,hvieira@example.com,2025-02-18,Vieira,MA
c7c8050e-822a-4c2f-8a80-2364171d362c,Maria Sophia Novaes,vargasluiza@example.org,2025-02-04,Albuquerque Alegre,RS
1756a797-51d2-4b35-9a73-345a29a4780e,Carlos Eduardo Caldeira,theodoromendes@example.com,2025-01-30,Camargo da Serra,PI
c7b5ae33-3bbf-4c47-8269-7b26db543f4d,Esther da Conceição,eduarda69@example.com,2025-02-12,Albuquerque,PA
c2119d1a-3dea-419d-ad1c-7cc9cff1a78d,Olivia Farias,luanda-cunha@example.com,2024-06-02,Almeida,SC
fed121d9-a823-4c0c-96b9-57795283f298,Lucas Souza,mouraluana@example.net,2023-11-27,Casa Grande,BA
6d191091-799c-4d05-8072-f5ee46564367,Clara Ramos,enzofreitas@example.org,2023-10-06,Mendes do Galho,MT
